accuracy_after_ft,accuracy_before_ft,accuracy_drop,accuracy_recovery,achieved_sparsity_global,error,method,pruning_method,run_dir,seed,target_sparsity
0.0103,0.0103,0.7117,0.0,0.6796875,,bp_antidecouple,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.7
0.0105,0.0105,0.7115,0.0,0.7765151515151515,,bp_antidecouple,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.8
0.01,0.01,0.712,0.0,0.8752367424242424,,bp_antidecouple,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.9
0.3739,0.3739,0.34809999999999997,0.0,0.09990530303030302,,bp_antidecouple,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.1
0.0776,0.0776,0.6444,0.0,0.2999526515151515,,bp_antidecouple,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.3
0.0114,0.0114,0.7106,0.0,0.5,,bp_antidecouple,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.5
0.01,0.01,0.712,0.0,0.6998106060606061,,bp_antidecouple,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.7
0.01,0.01,0.712,0.0,0.7999526515151515,,bp_antidecouple,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.8
0.01,0.01,0.712,0.0,0.8963068181818182,,bp_antidecouple,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.9
0.3757,0.3757,0.3463,0.0,0.09990530303030302,,bp_antidecouple,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.1
0.0121,0.0121,0.7099,0.0,0.296875,,bp_antidecouple,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.3
0.01,0.01,0.712,0.0,0.4817708333333333,,bp_antidecouple,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.5
0.01,0.01,0.712,0.0,0.6796875,,bp_antidecouple,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.7
0.01,0.01,0.712,0.0,0.7765151515151515,,bp_antidecouple,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.8
0.01,0.01,0.712,0.0,0.8752367424242424,,bp_antidecouple,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.9
0.7182,0.7182,0.0038000000000000256,0.0,0.09990530303030302,,bp_antidecouple,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.1
0.0314,0.0314,0.6906,0.0,0.296875,,bp_antidecouple,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.3
0.0105,0.0105,0.7115,0.0,0.4817708333333333,,bp_antidecouple,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.5
0.01,0.01,0.712,0.0,0.6796875,,bp_antidecouple,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.7
0.01,0.01,0.712,0.0,0.7765151515151515,,bp_antidecouple,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.8
0.01,0.01,0.712,0.0,0.8752367424242424,,bp_antidecouple,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_antidecouple_e100_20260517_190045_13530279,1011,0.9
0.7178,0.7178,0.0015000000000000568,0.0,0.09990530303030302,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.1
0.0464,0.0464,0.6729,0.0,0.2999526515151515,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.3
0.01,0.01,0.7093,0.0,0.4815340909090909,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.5
0.01,0.01,0.7093,0.0,0.6777935606060606,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.7
0.01,0.01,0.7093,0.0,0.7758049242424242,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.8
0.01,0.01,0.7093,0.0,0.8695549242424242,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.9
0.7152,0.7152,0.0041000000000001036,0.0,0.09990530303030302,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.1
0.0868,0.0868,0.6325000000000001,0.0,0.29663825757575757,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.3
0.01,0.01,0.7093,0.0,0.4817708333333333,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.5
0.01,0.01,0.7093,0.0,0.6799242424242424,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.7
0.01,0.01,0.7093,0.0,0.7772253787878788,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.8
0.01,0.01,0.7093,0.0,0.8752367424242424,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.9
0.4113,0.4113,0.30800000000000005,0.0,0.09990530303030302,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.1
0.0622,0.0622,0.6571,0.0,0.2999526515151515,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.3
0.0197,0.0197,0.6996,0.0,0.5,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.5
0.0079,0.0079,0.7114,0.0,0.6998106060606061,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.7
0.01,0.01,0.7093,0.0,0.7999526515151515,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.8
0.01,0.01,0.7093,0.0,0.8974905303030303,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.9
0.698,0.698,0.021300000000000097,0.0,0.09990530303030302,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.1
0.0148,0.0148,0.7045,0.0,0.29663825757575757,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.3
0.01,0.01,0.7093,0.0,0.4817708333333333,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.5
0.01,0.01,0.7093,0.0,0.6799242424242424,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.7
0.01,0.01,0.7093,0.0,0.7772253787878788,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.8
0.01,0.01,0.7093,0.0,0.8752367424242424,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.9
0.7156,0.7156,0.0037000000000000366,0.0,0.09990530303030302,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.1
0.1161,0.1161,0.6032000000000001,0.0,0.29663825757575757,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.3
0.01,0.01,0.7093,0.0,0.4817708333333333,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.5
0.01,0.01,0.7093,0.0,0.6799242424242424,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.7
0.01,0.01,0.7093,0.0,0.7772253787878788,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.8
0.01,0.01,0.7093,0.0,0.8752367424242424,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260516_162944_13306395,42,0.9
0.7178,0.7178,0.0015000000000000568,0.0,0.09990530303030302,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.1
0.0464,0.0464,0.6729,0.0,0.2999526515151515,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.3
0.01,0.01,0.7093,0.0,0.4815340909090909,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.5
0.01,0.01,0.7093,0.0,0.6777935606060606,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.7
0.01,0.01,0.7093,0.0,0.7758049242424242,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.8
0.01,0.01,0.7093,0.0,0.8695549242424242,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.9
0.7152,0.7152,0.0041000000000001036,0.0,0.09990530303030302,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.1
0.0868,0.0868,0.6325000000000001,0.0,0.29663825757575757,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.3
0.01,0.01,0.7093,0.0,0.4817708333333333,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.5
0.01,0.01,0.7093,0.0,0.6799242424242424,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.7
0.01,0.01,0.7093,0.0,0.7772253787878788,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.8
0.01,0.01,0.7093,0.0,0.8752367424242424,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.9
0.4113,0.4113,0.30800000000000005,0.0,0.09990530303030302,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.1
0.0622,0.0622,0.6571,0.0,0.2999526515151515,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.3
0.0197,0.0197,0.6996,0.0,0.5,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.5
0.0079,0.0079,0.7114,0.0,0.6998106060606061,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.7
0.01,0.01,0.7093,0.0,0.7999526515151515,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.8
0.01,0.01,0.7093,0.0,0.8974905303030303,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.9
0.698,0.698,0.021300000000000097,0.0,0.09990530303030302,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.1
0.0148,0.0148,0.7045,0.0,0.29663825757575757,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.3
0.01,0.01,0.7093,0.0,0.4817708333333333,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.5
0.01,0.01,0.7093,0.0,0.6799242424242424,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.7
0.01,0.01,0.7093,0.0,0.7772253787878788,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.8
0.01,0.01,0.7093,0.0,0.8752367424242424,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.9
0.7156,0.7156,0.0037000000000000366,0.0,0.09990530303030302,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.1
0.1161,0.1161,0.6032000000000001,0.0,0.29663825757575757,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.3
0.01,0.01,0.7093,0.0,0.4817708333333333,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.5
0.01,0.01,0.7093,0.0,0.6799242424242424,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.7
0.01,0.01,0.7093,0.0,0.7772253787878788,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.8
0.01,0.01,0.7093,0.0,0.8752367424242424,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092620_13469051,42,0.9
0.7211,0.7211,0.0036000000000000476,0.0,0.09990530303030302,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.1
0.1284,0.1284,0.5963,0.0,0.2999526515151515,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.3
0.0103,0.0103,0.7144,0.0,0.4815340909090909,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.5
0.01,0.01,0.7147,0.0,0.678030303030303,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.7
0.01,0.01,0.7147,0.0,0.7762784090909091,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.8
0.01,0.01,0.7147,0.0,0.8721590909090909,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.9
0.7203,0.7203,0.0043999999999999595,0.0,0.09990530303030302,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.1
0.0519,0.0519,0.6728000000000001,0.0,0.29640151515151514,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.3
0.0109,0.0109,0.7138,0.0,0.4817708333333333,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.5
0.01,0.01,0.7147,0.0,0.6815814393939394,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.7
0.01,0.01,0.7147,0.0,0.7769886363636364,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.8
0.01,0.01,0.7147,0.0,0.8754734848484849,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.9
0.4293,0.4293,0.2954,0.0,0.09990530303030302,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.1
0.0652,0.0652,0.6595,0.0,0.2999526515151515,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.3
0.0129,0.0129,0.7118,0.0,0.5,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.5
0.01,0.01,0.7147,0.0,0.6998106060606061,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.7
0.01,0.01,0.7147,0.0,0.7999526515151515,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.8
0.01,0.01,0.7147,0.0,0.8918087121212122,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.9
0.7112,0.7112,0.013499999999999956,0.0,0.09990530303030302,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.1
0.0583,0.0583,0.6664,0.0,0.29640151515151514,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.3
0.01,0.01,0.7147,0.0,0.4817708333333333,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.5
0.01,0.01,0.7147,0.0,0.6815814393939394,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.7
0.01,0.01,0.7147,0.0,0.7769886363636364,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.8
0.01,0.01,0.7147,0.0,0.8754734848484849,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.9
0.7215,0.7215,0.0031999999999999806,0.0,0.09990530303030302,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.1
0.0621,0.0621,0.6626,0.0,0.29640151515151514,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.3
0.0105,0.0105,0.7142000000000001,0.0,0.4817708333333333,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.5
0.01,0.01,0.7147,0.0,0.6815814393939394,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.7
0.01,0.01,0.7147,0.0,0.7769886363636364,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.8
0.01,0.01,0.7147,0.0,0.8754734848484849,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092630_13469052,123,0.9
0.7193,0.7193,0.005599999999999938,0.0,0.09990530303030302,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.1
0.1513,0.1513,0.5736,0.0,0.2999526515151515,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.3
0.0105,0.0105,0.7144,0.0,0.4815340909090909,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.5
0.01,0.01,0.7149,0.0,0.6792140151515151,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.7
0.01,0.01,0.7149,0.0,0.7769886363636364,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.8
0.01,0.01,0.7149,0.0,0.8714488636363636,,bp,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.9
0.7187,0.7187,0.006199999999999983,0.0,0.09990530303030302,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.1
0.0747,0.0747,0.6502,0.0,0.2956912878787879,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.3
0.01,0.01,0.7149,0.0,0.4822443181818182,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.5
0.01,0.01,0.7149,0.0,0.6787405303030303,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.7
0.01,0.01,0.7149,0.0,0.7755681818181818,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.8
0.01,0.01,0.7149,0.0,0.8752367424242424,,bp,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.9
0.3592,0.3592,0.36569999999999997,0.0,0.09990530303030302,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.1
0.062,0.062,0.6629,0.0,0.2999526515151515,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.3
0.0111,0.0111,0.7138,0.0,0.5,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.5
0.01,0.01,0.7149,0.0,0.6995738636363636,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.7
0.01,0.01,0.7149,0.0,0.7959280303030303,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.8
0.01,0.01,0.7149,0.0,0.8951231060606061,,bp,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.9
0.5208,0.5208,0.20409999999999995,0.0,0.09990530303030302,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.1
0.0573,0.0573,0.6676,0.0,0.2956912878787879,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.3
0.01,0.01,0.7149,0.0,0.4822443181818182,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.5
0.01,0.01,0.7149,0.0,0.6787405303030303,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.7
0.01,0.01,0.7149,0.0,0.7755681818181818,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.8
0.01,0.01,0.7149,0.0,0.8752367424242424,,bp,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.9
0.7192,0.7192,0.005700000000000038,0.0,0.09990530303030302,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.1
0.1661,0.1661,0.5588,0.0,0.2956912878787879,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.3
0.0106,0.0106,0.7142999999999999,0.0,0.4822443181818182,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.5
0.01,0.01,0.7149,0.0,0.6787405303030303,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.7
0.01,0.01,0.7149,0.0,0.7755681818181818,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.8
0.01,0.01,0.7149,0.0,0.8752367424242424,,bp,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092636_13469055,1011,0.9
