accuracy_auc,method,n_points,pruning_method,run_dir,seed
0.07013280321046372,bp,6,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092721_13469054,789
0.10346335877862592,bp,6,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092721_13469054,789
0.14647618320610684,bp,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_baseline_e100_20260517_092721_13469054,789
0.12693969687691364,bp_synergy,6,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_182830_13530254,42
0.10705856488549617,bp_synergy,6,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_182830_13530254,42
0.07784372765196661,bp_synergy,6,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_182830_13530254,42
0.08157102290076335,bp_synergy,6,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_182830_13530254,42
0.12492430534351145,bp_synergy,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_182830_13530254,42
0.12497615833077629,bp_synergy,6,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184137_13530255,123
0.10633752671755725,bp_synergy,6,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184137_13530255,123
0.04997052427762882,bp_synergy,6,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184137_13530255,123
0.10417253435114504,bp_synergy,6,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184137_13530255,123
0.14123691603053434,bp_synergy,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184137_13530255,123
0.12936059582309578,bp_synergy,6,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184428_13530257,789
0.11037070229007633,bp_synergy,6,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184428_13530257,789
0.07242095959595958,bp_synergy,6,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184428_13530257,789
0.08913198473282441,bp_synergy,6,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184428_13530257,789
0.11283917557251906,bp_synergy,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184428_13530257,789
0.1434383645865355,bp_synergy,6,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184435_13530256,456
0.10436230534351142,bp_synergy,6,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184435_13530256,456
0.08746868475991648,bp_synergy,6,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184435_13530256,456
0.10324685496183206,bp_synergy,6,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184435_13530256,456
0.1067273893129771,bp_synergy,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184435_13530256,456
0.11580741935483867,bp_synergy,6,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184726_13530274,1011
0.11021646807210508,bp_synergy,6,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184726_13530274,1011
0.04300439118785353,bp_synergy,6,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184726_13530274,1011
0.09736643751909563,bp_synergy,6,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184726_13530274,1011
0.11855519401161015,bp_synergy,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_synergy_e100_20260517_184726_13530274,1011
0.10412199692780336,bp_tard,6,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260516_162944_13306396,42
0.10804926739926737,bp_tard,6,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260516_162944_13306396,42
0.06650110645933013,bp_tard,6,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260516_162944_13306396,42
0.1069148199023199,bp_tard,6,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260516_162944_13306396,42
0.10225057997557996,bp_tard,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260516_162944_13306396,42
0.1314870739944734,bp_tard,6,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092633_13469060,1011
0.11330644274809158,bp_tard,6,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092633_13469060,1011
0.09823611194253215,bp_tard,6,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092633_13469060,1011
0.1053984732824427,bp_tard,6,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092633_13469060,1011
0.1114219847328244,bp_tard,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092633_13469060,1011
0.12103926821800365,bp_tard,6,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092644_13469057,123
0.10877001526717556,bp_tard,6,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092644_13469057,123
0.09563023186682519,bp_tard,6,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092644_13469057,123
0.10343186259541984,bp_tard,6,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092644_13469057,123
0.1370512671755725,bp_tard,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092644_13469057,123
0.12421411944869828,bp_tard,6,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092645_13469056,42
0.11491498778998778,bp_tard,6,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092645_13469056,42
0.10145883140053524,bp_tard,6,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092645_13469056,42
0.09626648351648351,bp_tard,6,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092645_13469056,42
0.12323125763125763,bp_tard,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092645_13469056,42
0.12614949261992617,bp_tard,6,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092648_13469058,456
0.1058911603053435,bp_tard,6,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092648_13469058,456
0.10710296219112832,bp_tard,6,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092648_13469058,456
0.07246148091603052,bp_tard,6,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092648_13469058,456
0.12399384732824427,bp_tard,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092648_13469058,456
0.1266370432913724,bp_tard,6,magnitude,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092657_13469059,789
0.10513606106870226,bp_tard,6,taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092657_13469059,789
0.07440172979421414,bp_tard,6,composite,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092657_13469059,789
0.09687946564885494,bp_tard,6,cap_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092657_13469059,789
0.12251245801526717,bp_tard,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/vgg16_cifar100/vgg16_cifar100_bp_tard_e100_20260517_092657_13469059,789
