actual_training_epochs,best_accuracy,dataset,final_antidecouple_gap,final_antidecouple_rho_l,final_ce_loss,final_cross_layer_weight_max,final_cross_layer_weight_mean,final_cross_layer_weight_min,final_duplicate_task_fraction,final_duplicate_task_mass,final_gate_relevance_mean,final_grad_projection_abs_cos_mean,final_grad_projection_norm_shrink_mean,final_hull_score_mean,final_hull_size_mean,final_non_replaceable_task_fraction,final_non_replaceable_task_mass,final_peer_reconstructability_mean,final_regularizer_raw,final_regularizer_weight,final_regularizer_weighted,final_rho_cap,final_rtc_relevance_mean,final_synergy_raw_mean,final_task_gate_mean,final_task_relevance_mean,final_total_loss,final_train_accuracy,has_pruning,has_results,initial_accuracy,learning_rule_anti_decouple_target_rho,learning_rule_cross_layer_alloc,learning_rule_cross_layer_alpha,learning_rule_grad_projection_strength,learning_rule_hull_eps,learning_rule_hull_max_size,learning_rule_lambda,learning_rule_peer_proxy,learning_rule_schedule,learning_rule_task_gate_source,method,metric_trigger_epoch,model,name,pruning_baseline_accuracy,ramp_epochs,regularized_layers,run_dir,seed,training_complete,training_epochs,warmup_epochs,width_multiplier
100,0.757,cifar100,,,0.02869416791898058,,,,0.03160418669128662,0.06535858246086935,,,,,,0.9683958098940236,2.3332425548992766,0.03169906048337595,0.016485218558927327,0.3,0.004945565567678198,0.00924059960796424,,,0.5203189292603435,0.009436237739200772,0.03363973364862792,0.7539,True,True,0.0113,,uniform,1.0,,,,0.3,avg_corr2,warmup,task,bp_rtp,,resnet18,resnet18_cifar100_bp_rtp_lam0p3_e100,0.7564,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_rtp_lam0p3_e100_20260514_131724_12873750,42,True,100,10,
100,0.7574,cifar100,,,0.0288247409779245,,,,0.03216479715576773,0.06620652544520007,,,,,,0.9678352003512172,2.3416097133649085,0.032205281443203164,0.01674580623579147,0.3,0.005023741870737441,0.014150226447709033,,,0.5202490753491822,0.009364290431122793,0.03384848312496224,0.7567,True,True,0.01,,uniform,1.0,,,,0.3,avg_corr2,warmup,task,bp_rtp,,resnet18,resnet18_cifar100_bp_rtp_lam0p3_e100,0.7581,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_rtp_lam0p3_e100_20260514_132240_12873751,123,True,100,10,
24,0.5702,cifar100,,,1.3417093034290597,,,,0.9453442270874671,3.0223731367698736,0.01236849004523563,,,,,0.05465577007821418,0.08832538718882872,0.9466431849676626,0.49491890449353193,0.3,0.14847567134805958,0.00979842416476263,,,0.5227184674242878,0.01236849004523563,1.4901849830242069,0.5551,False,False,0.0113,,uniform,1.0,,,,0.3,ridge,warmup,task,bp_rtp,,resnet18,resnet18_cifar100_bp_rtp_lam0p3_e100,,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_rtp_lam0p3_e100_20260515_023016_12989066,42,False,100,10,
20,0.5683,cifar100,,,1.3996442739311081,,,,0.9637543626987117,3.042718251625225,0.01244282119565339,,,,,0.03624563479208837,0.07159892716205282,0.9641984700165754,0.5042024767764693,0.3,0.1512607430329408,0.015421057231929224,,,0.5228723741248441,0.01244282119565339,1.550905026438291,0.5169,False,False,0.01,,uniform,1.0,,,,0.3,ridge,warmup,task,bp_rtp,,resnet18,resnet18_cifar100_bp_rtp_lam0p3_e100,,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_rtp_lam0p3_e100_20260515_023304_12989068,123,False,100,10,
100,0.7567,cifar100,,,0.027964697438566125,,,,0.02392495108584939,0.05109515313408637,,,,,,0.9760750457530131,2.307437286777016,0.023974328713439155,0.012484748178468945,1.0,0.012484748178468945,0.013840887656226783,,,0.5207991223467889,0.009271114532995962,0.04044944561941697,0.7528,True,True,0.0113,,uniform,1.0,,,,1,avg_corr2,warmup,task,bp_rtp,,resnet18,resnet18_cifar100_bp_rtp_lam1_e100,0.7564,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_rtp_lam1_e100_20260514_134630_12873752,42,True,100,10,
100,0.7595,cifar100,,,0.0297440819375579,,,,0.02466762556582499,0.05236618577882582,,,,,,0.9753323720620416,2.3361883630766496,0.02460360118340406,0.012815643828409865,1.0,0.012815643828409865,0.019372689258422133,,,0.5209159658083222,0.00936866016738275,0.04255972586362563,0.7581,True,True,0.01,,uniform,1.0,,,,1,avg_corr2,warmup,task,bp_rtp,,resnet18,resnet18_cifar100_bp_rtp_lam1_e100,0.759,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_rtp_lam1_e100_20260514_135356_12873754,123,True,100,10,
100,0.7188,cifar100,,,0.2763107296298532,,,,,,,,,,,,,,-0.004194971119813488,0.3,-0.0012584913359440463,,,0.004194971035133252,,,0.2750522383033772,0.7185,True,True,0.0099,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_synergy,,cifar_resnet18,resnet18_cifar100_bp_synergy_w0p35_lam0p3_e100,0.7185,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_synergy_w0p35_lam0p3_e100_20260517_182418_13534868,123,True,100,10,0.35
100,0.7216,cifar100,,,0.27192739490657813,,,,,,,,,,,,,,-0.004203203407561649,0.3,-0.0012609610222684947,,,0.00420320334057818,,,0.270666433836493,0.7216,True,True,0.0129,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_synergy,,cifar_resnet18,resnet18_cifar100_bp_synergy_w0p35_lam0p3_e100,0.7224,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_synergy_w0p35_lam0p3_e100_20260517_182420_13534866,42,True,100,10,0.35
100,0.7202,cifar100,,,0.27897907865931615,,,,,,,,,,,,,,-0.004195903259379518,0.3,-0.0012587709778138553,,,0.004195903179388646,,,0.27772030714527723,0.7189,True,True,0.0099,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_synergy,,cifar_resnet18,resnet18_cifar100_bp_synergy_w0p35_lam0p3_e100,0.7202,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_synergy_w0p35_lam0p3_e100_20260517_182420_13534870,456,True,100,10,0.35
100,0.7263,cifar100,,,0.13730540334263727,,,,,,,,,,,,,,-0.004160472816523269,0.3,-0.0012481418449569808,,,0.00416047275279258,,,0.13605726163481813,0.724,True,True,0.01,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_synergy,,cifar_resnet18,resnet18_cifar100_bp_synergy_w0p5_lam0p3_e100,0.7261,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_synergy_w0p5_lam0p3_e100_20260517_182417_13534874,123,True,100,10,0.5
100,0.7263,cifar100,,,0.1326012497058,,,,,,,,,,,,,,-0.0041448425732629225,0.3,-0.0012434527719788768,,,0.004144842513097642,,,0.13135779690940666,0.7263,True,True,0.0097,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_synergy,,cifar_resnet18,resnet18_cifar100_bp_synergy_w0p5_lam0p3_e100,0.7261,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_synergy_w0p5_lam0p3_e100_20260517_182431_13534872,42,True,100,10,0.5
100,0.732,cifar100,,,0.1383721492231807,,,,,,,,,,,,,,-0.004037843267147518,0.3,-0.0012113529801442552,,,0.0040378432100973095,,,0.13716079612903279,0.7295,True,True,0.01,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_synergy,,cifar_resnet18,resnet18_cifar100_bp_synergy_w0p5_lam0p3_e100,0.7318,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_synergy_w0p5_lam0p3_e100_20260517_184319_13534876,456,True,100,10,0.5
100,0.7595,cifar100,,,0.028643464910157044,,,,,,,,,,,,,,-0.0038748423722536895,0.3,-0.0011624527116761067,,,0.0038748423285830595,,,0.027481012117794103,0.7595,True,True,0.01,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_synergy,,cifar_resnet18,resnet18_cifar100_bp_synergy_w1_lam0p3_e100,0.7607,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_synergy_w1_lam0p3_e100_20260517_182213_13534678,456,True,100,10,1
100,0.7528,cifar100,,,0.028200923465192318,,,,,,,,,,,,,,-0.004044366396351448,0.3,-0.0012133099189054343,,,0.004044366328050489,,,0.02698761347890891,0.7527,True,True,0.01,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_synergy,,cifar_resnet18,resnet18_cifar100_bp_synergy_w1_lam0p3_e100,0.7525,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_synergy_w1_lam0p3_e100_20260517_182256_13534654,42,True,100,10,1
100,0.7547,cifar100,,,0.03036047674505912,,,,,,,,,,,,,,-0.003930555165583349,0.3,-0.0011791665496750047,,,0.003930555094085434,,,0.029181310151944227,0.7547,True,True,0.0111,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_synergy,,cifar_resnet18,resnet18_cifar100_bp_synergy_w1_lam0p3_e100,0.7551,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_synergy_w1_lam0p3_e100_20260517_182257_13534656,123,True,100,10,1
100,0.7583,cifar100,,,0.02840506355695026,,,,0.04147758833323235,0.08216359578096848,,,,,,0.9585224087204777,2.3735667205346593,0.041442523864300335,0.011227388206459677,0.03,0.0003368216461937903,0.016533902232700695,,,0.5203027333025738,0.009736120532048852,0.028741885200523964,0.7563,True,True,0.0113,,uniform,1.0,,,,0.03,avg_corr2,warmup,task,bp_tard,,resnet18,resnet18_cifar100_bp_tard_lam0p03_e100,0.7579,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam0p03_e100_20260514_102620_12873738,42,True,100,10,
100,0.7575,cifar100,,,0.02846333903291494,,,,0.042067588813117,0.08286685553421635,,,,,,0.9579324073879918,2.329573058319347,0.04206384139318886,0.011368169749389067,0.03,0.000341045092481672,0.017869334351125914,,,0.5197197379244258,0.00941497673867229,0.028804384152907543,0.7571,True,True,0.01,,uniform,1.0,,,,0.03,avg_corr2,warmup,task,bp_tard,,resnet18,resnet18_cifar100_bp_tard_lam0p03_e100,0.7571,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam0p03_e100_20260514_103326_12873739,123,True,100,10,
100,0.7578,cifar100,,,0.028764992263977943,,,,0.03884830979375487,0.07601957454135026,,,,,,0.9611516866613835,2.327946044353153,0.038951218748689086,0.010526749100583746,0.1,0.0010526749100583748,0.013243076469293642,,,0.5199409320150187,0.009418511809743972,0.029817667141880676,0.7578,True,True,0.0113,,uniform,1.0,,,,0.1,avg_corr2,warmup,task,bp_tard,,resnet18,resnet18_cifar100_bp_tard_lam0p1_e100,0.7579,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam0p1_e100_20260514_105713_12873740,42,True,100,10,
100,0.7573,cifar100,,,0.029342077562914175,,,,0.04046848235161181,0.07953880573607999,,,,,,0.9595315139083306,2.3403471808380356,0.040509083032574715,0.010944870600710288,0.1,0.0010944870600710288,0.017205910047548803,,,0.5197252382707714,0.009377266154536691,0.03043656463227461,0.7563,True,True,0.01,,uniform,1.0,,,,0.1,avg_corr2,warmup,task,bp_tard,,resnet18,resnet18_cifar100_bp_tard_lam0p1_e100,0.7569,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam0p1_e100_20260514_112252_12873741,123,True,100,10,
100,0.7552,cifar100,,,0.028902103824307548,,,,0.039818973891565676,0.07876775995911581,0.007596259582948537,,,,,0.9601810236568639,2.353123665320902,0.039968742057561985,0.010788952974635927,0.1,0.0010788952974635927,0.012394312722581458,0.007596259582948537,,0.5194249022266141,0.009522628419830988,0.029980999129393216,0.7539,True,True,0.0113,,uniform,1.0,,,,0.1,avg_corr2,warmup,rtc,bp_rtc_tard,,resnet18,resnet18_cifar100_bp_tard_lam0p1_e100,0.7553,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam0p1_e100_20260515_013337_12988921,42,True,100,10,
100,0.7584,cifar100,,,0.028525683145179316,,,,0.03913911906871324,0.07582258047986196,0.007541490469233298,,,,,0.9608608771010742,2.318771651726399,0.039235322702737996,0.010586128643978282,0.1,0.0010586128643978283,0.014707882558831186,0.007541490469233298,,0.5193628752094402,0.009338749332732788,0.029584296059597025,0.7581,True,True,0.01,,uniform,1.0,,,,0.1,avg_corr2,warmup,rtc,bp_rtc_tard,,resnet18,resnet18_cifar100_bp_tard_lam0p1_e100,0.7584,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam0p1_e100_20260515_013409_12988922,123,True,100,10,
100,0.7565,cifar100,,,0.02810352300400929,,,,0.039242104525842224,0.0775928482093671,0.009468517959126977,,,,,0.9607578920814999,2.321485253576845,0.03923753001655705,0.01062128694770891,0.1,0.001062128694770891,0.012958252730938969,,,0.5200915715006914,0.009468517959126977,0.029165651692110862,0.7542,True,True,0.0113,,uniform,1.0,,,,0.1,avg_corr2,warmup,task,bp_tard,,resnet18,resnet18_cifar100_bp_tard_lam0p1_e100,0.7565,0,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam0p1_e100_20260515_015040_12988988,42,True,100,0,
100,0.7591,cifar100,,,0.028980092838635226,,,,0.03957067722135489,0.07928499029773639,0.009458940252779317,,,,,0.9604293187179838,2.344482595390878,0.03945594791041883,0.010676378341358336,0.1,0.0010676378341358337,0.01899374077306082,,,0.5199015579145888,0.009458940252779317,0.030047730647522926,0.7584,True,True,0.01,,uniform,1.0,,,,0.1,avg_corr2,warmup,task,bp_tard,,resnet18,resnet18_cifar100_bp_tard_lam0p1_e100,0.7591,0,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam0p1_e100_20260515_020840_12988989,123,True,100,0,
100,0.7505,cifar100,,,0.028889397854733344,,,,0.04508206485806369,0.0876699786437342,0.009874915987644117,,,,,0.9549179322274444,2.410186358256375,0.04506539377333869,0.012198768067828682,0.1,0.0012198768067828683,0.019538933120954286,,,0.5202647952815458,0.009874915987644117,0.03010927467509304,0.7505,True,True,0.0113,,uniform,1.0,,,,0.1,avg_corr2,metric_triggered,task,bp_tard,94,resnet18,resnet18_cifar100_bp_tard_lam0p1_e100,0.7503,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam0p1_e100_20260515_020928_12989035,42,True,100,10,
100,0.7562,cifar100,,,0.02850366429047054,,,,0.04341159827442715,0.08020923309670665,0.009292100485281177,,,,,0.9565883955763439,2.3005789487722716,0.0435417473424569,0.011737958787728453,0.1,0.0011737958787728453,0.012158271290233539,,,0.5195575052210133,0.009292100485281177,0.02967746018686944,0.7561,True,True,0.01,,uniform,1.0,,,,0.1,avg_corr2,metric_triggered,task,bp_tard,88,resnet18,resnet18_cifar100_bp_tard_lam0p1_e100,0.7559,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam0p1_e100_20260515_021610_12989036,123,True,100,10,
100,0.765,cifar100,,,0.028886272876864048,,,,0.034761696705437474,0.07166218258261248,,,,,,0.9652383002783642,2.372825005297047,0.034803974785653814,0.009436666698711913,0.3,0.0028310000096135736,0.014217165554605919,,,0.5205022050672785,0.009629741187854684,0.031717272958887356,0.7616,True,True,0.0113,,uniform,1.0,,,,0.3,avg_corr2,warmup,task,bp_tard,,resnet18,resnet18_cifar100_bp_tard_lam0p3_e100,0.7651,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam0p3_e100_20260514_112412_12873742,42,True,100,10,
100,0.7586,cifar100,,,0.028965644778974373,,,,0.0352063038993789,0.06955975250709001,,,,,,0.9647936931199124,2.3083299337397976,0.03524094278414441,0.009526602704735362,0.3,0.0028579808114206086,0.013566012609796414,,,0.5199247844688727,0.009281595332546234,0.03182362558086738,0.7575,True,True,0.01,,uniform,1.0,,,,0.3,avg_corr2,warmup,task,bp_tard,,resnet18,resnet18_cifar100_bp_tard_lam0p3_e100,0.7585,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam0p3_e100_20260514_112945_12873743,123,True,100,10,
100,0.7569,cifar100,,,0.029065322816905464,,,,0.034708497457830306,0.07005321203193285,0.0075987942118282215,,,,,0.9652914990930591,2.326736733623688,0.03482686055054808,0.00940607871641131,0.3,0.0028218236149233932,0.010530060670286496,0.0075987942118282215,,0.5194162300023277,0.009368297615756348,0.03188714656092779,0.754,True,True,0.0113,,uniform,1.0,,,,0.3,avg_corr2,warmup,rtc,bp_rtc_tard,,resnet18,resnet18_cifar100_bp_tard_lam0p3_e100,0.7568,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam0p3_e100_20260515_013859_12988923,42,True,100,10,
100,0.7595,cifar100,,,0.029727465761325244,,,,0.03558339716907104,0.07311410664103186,0.007619501542373815,,,,,0.9644166010115157,2.3670203483089467,0.03553130383784298,0.009588983193363832,0.3,0.00287669495800915,0.01831816899681432,0.007619501542373815,,0.5194649496956552,0.009438708629865558,0.032604160832950986,0.7594,True,True,0.01,,uniform,1.0,,,,0.3,avg_corr2,warmup,rtc,bp_rtc_tard,,resnet18,resnet18_cifar100_bp_tard_lam0p3_e100,0.7593,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam0p3_e100_20260515_014050_12988924,123,True,100,10,
100,0.7588,cifar100,,,0.028956233488057582,,,,0.02841493762967649,0.060138576365682844,,,,,,0.9715850582741715,2.3532984870102482,0.028455186065386447,0.007730981461284563,1.0,0.007730981461284563,0.01572077069977874,,,0.5208487167154123,0.009539289352857113,0.03668721496125164,0.7565,True,True,0.0113,,uniform,1.0,,,,1,avg_corr2,warmup,task,bp_tard,,resnet18,resnet18_cifar100_bp_tard_lam1_e100,0.7584,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam1_e100_20260514_115352_12873744,42,True,100,10,
100,0.7587,cifar100,,,0.02983263094940454,,,,0.028495139151792567,0.058607889028638886,,,,,,0.9715048589441168,2.315408482172948,0.028411336693450664,0.007703262750449998,1.0,0.007703262750449998,0.018550999288858245,,,0.5204566925878414,0.009271820906102787,0.03753589359981477,0.7579,True,True,0.01,,uniform,1.0,,,,1,avg_corr2,warmup,task,bp_tard,,resnet18,resnet18_cifar100_bp_tard_lam1_e100,0.7583,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_lam1_e100_20260514_121918_12873745,123,True,100,10,
100,0.7186,cifar100,,,0.2718011685801894,,,,0.041816508104010025,0.032862827199189065,0.01087130989046151,,,,,0.9581834718775565,1.0090705099676394,0.04184607574847213,0.011413352904588822,0.1,0.0011413352904588823,0.01929805823288344,,,0.5227512226309007,0.01087130989046151,0.27294250415719074,0.7174,True,True,0.0129,,uniform,1.0,,,,0.1,avg_corr2,warmup,task,bp_tard,,cifar_resnet18,resnet18_cifar100_bp_tard_w0p35_lam0p1_e100,0.7187,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_w0p35_lam0p1_e100_20260515_010454_12988884,42,True,100,10,0.35
100,0.7171,cifar100,,,0.28029527772418067,,,,0.0451191243228486,0.03348255179369291,0.01069522538495398,,,,,0.9548808562633628,0.9967806668812762,0.044968417990843154,0.012287929487388457,0.1,0.0012287929487388458,0.029110414524528515,,,0.5227716139058018,0.01069522538495398,0.2815240710745077,0.7158,True,True,0.0099,,uniform,1.0,,,,0.1,avg_corr2,warmup,task,bp_tard,,cifar_resnet18,resnet18_cifar100_bp_tard_w0p35_lam0p1_e100,0.7165,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_w0p35_lam0p1_e100_20260515_010659_12988885,123,True,100,10,0.35
100,0.7179,cifar100,,,0.2726101368055929,,,,0.03895751796400801,0.03152689908143154,0.010907176654683754,,,,,0.9610424629105331,1.0188640745947397,0.03887618056205497,0.010636329219755157,0.3,0.0031908987659265468,0.02187933021325217,,,0.523238724241476,0.010907176654683754,0.27580103537310724,0.7154,True,True,0.0129,,uniform,1.0,,,,0.3,avg_corr2,warmup,task,bp_tard,,cifar_resnet18,resnet18_cifar100_bp_tard_w0p35_lam0p3_e100,0.7186,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_w0p35_lam0p3_e100_20260515_011336_12988888,42,True,100,10,0.35
100,0.7192,cifar100,,,0.2771555066413587,,,,0.03947069350620519,0.02998925964053629,0.010405376699471456,,,,,0.9605292839238704,0.9664532089828632,0.039624133750277055,0.010762731644713208,0.3,0.003228819493413962,0.017278059903698403,,,0.5218650086532771,0.010405376699471456,0.2803843266442609,0.7178,True,True,0.0099,,uniform,1.0,,,,0.3,avg_corr2,warmup,task,bp_tard,,cifar_resnet18,resnet18_cifar100_bp_tard_w0p35_lam0p3_e100,0.7196,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_w0p35_lam0p3_e100_20260515_013006_12988889,123,True,100,10,0.35
100,0.7196,cifar100,,,0.26581551675753823,,,,0.03857803290216801,0.030828161320916748,0.010940251885393753,,,,,0.9614219472536341,1.0164390134788295,0.038776274035325055,0.01057464441718043,0.3,0.003172393325154129,0.01980025067172906,,,0.5230159469349001,0.010940251885393753,0.26898790964537567,0.7165,True,True,0.0099,,uniform,1.0,,0.05,10,0.3,avg_corr2,warmup,task,bp_tard,,cifar_resnet18,resnet18_cifar100_bp_tard_w0p35_lam0p3_e100,0.7181,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_w0p35_lam0p3_e100_20260515_171434_13121609,456,True,100,10,0.35
100,0.7175,cifar100,,,0.27013930983250706,,,,0.039415558077194865,0.030878518595937248,0.01063748321832319,,,,,0.96058442020965,0.9918574909696852,0.039381157508944074,0.010719720302792767,0.3,0.00321591609083783,0.023461788516780057,,,0.5221543951488821,0.01063748321832319,0.27335522668745815,0.7159,True,True,0.0089,,uniform,1.0,,0.05,10,0.3,avg_corr2,warmup,task,bp_tard,,cifar_resnet18,resnet18_cifar100_bp_tard_w0p35_lam0p3_e100,0.7179,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_w0p35_lam0p3_e100_20260515_171709_13121610,789,True,100,10,0.35
100,0.7206,cifar100,,,0.28669451329561757,,,,0.04093056999473258,0.031320604729591785,0.010649448012165866,,,,,0.9590694097149407,1.0014613201984635,0.04093853265292409,0.011156817864807671,0.3,0.0033470453594423013,0.025200502007067978,,,0.5225440943065813,0.010649448012165866,0.2900415588827694,0.7176,True,True,0.0105,,uniform,1.0,,0.05,10,0.3,avg_corr2,warmup,task,bp_tard,,cifar_resnet18,resnet18_cifar100_bp_tard_w0p35_lam0p3_e100,0.7199,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_w0p35_lam0p3_e100_20260515_171714_13121611,1011,True,100,10,0.35
100,0.7304,cifar100,,,0.13465730989794902,,,,0.04292118711280339,0.04307835753559008,0.010518317458913856,,,,,0.9570788010992968,1.3022561251343043,0.04283808311233131,0.011659079562405797,0.1,0.0011659079562405797,0.02635448485183426,,,0.5218803554201676,0.010518317458913856,0.13582321770889375,0.7282,True,True,0.0097,,uniform,1.0,,,,0.1,avg_corr2,warmup,task,bp_tard,,cifar_resnet18,resnet18_cifar100_bp_tard_w0p5_lam0p1_e100,0.7303,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_w0p5_lam0p1_e100_20260515_005021_12988882,42,True,100,10,0.5
100,0.733,cifar100,,,0.13953776901487805,,,,0.041664050513273425,0.03966171174154428,0.009885809384896773,,,,,0.9583359362752846,1.2338919369777757,0.04170006885898333,0.011323318545184934,0.1,0.0011323318545184934,0.020323785779179832,,,0.5213371144459992,0.009885809384896773,0.14067010097491467,0.7302,True,True,0.01,,uniform,1.0,,,,0.1,avg_corr2,warmup,task,bp_tard,,cifar_resnet18,resnet18_cifar100_bp_tard_w0p5_lam0p1_e100,0.7329,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_w0p5_lam0p1_e100_20260515_005205_12988883,123,True,100,10,0.5
100,0.7315,cifar100,,,0.13643348436145222,,,,0.03936504049636332,0.03981593567538585,0.010417371270317662,,,,,0.9606349468840963,1.2894665269550318,0.03895074467286659,0.010618607303999422,0.3,0.0031855821911998265,0.03717328138551377,,,0.5217995466859752,0.010417371270317662,0.1396190668349071,0.7304,True,True,0.0097,,uniform,1.0,,,,0.3,avg_corr2,warmup,task,bp_tard,,cifar_resnet18,resnet18_cifar100_bp_tard_w0p5_lam0p3_e100,0.7314,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_w0p5_lam0p3_e100_20260515_010853_12988886,42,True,100,10,0.5
100,0.7299,cifar100,,,0.13781648119697182,,,,0.03824849392518478,0.03777993215667649,0.010036482954266197,,,,,0.9617514936286777,1.2550396398543504,0.03817022905537328,0.01037654488602334,0.3,0.0031129634658070018,0.026729247842512325,,,0.5215503535802711,0.010036482954266197,0.140929444785923,0.7299,True,True,0.01,,uniform,1.0,,,,0.3,avg_corr2,warmup,task,bp_tard,,cifar_resnet18,resnet18_cifar100_bp_tard_w0p5_lam0p3_e100,0.7296,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_w0p5_lam0p3_e100_20260515_011204_12988887,123,True,100,10,0.5
100,0.7293,cifar100,,,0.134447718653685,,,,0.03816496093574044,0.037297306990760386,0.009972742040630587,,,,,0.9618350247897761,1.2616094776894897,0.038076622529512716,0.010338152472949242,0.3,0.0031014457418847723,0.025115820473147418,,,0.5211864045971191,0.009972742040630587,0.1375491645882654,0.7283,True,True,0.01,,uniform,1.0,,0.05,10,0.3,avg_corr2,warmup,task,bp_tard,,cifar_resnet18,resnet18_cifar100_bp_tard_w0p5_lam0p3_e100,0.728,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_w0p5_lam0p3_e100_20260515_172112_13121612,456,True,100,10,0.5
100,0.7271,cifar100,,,0.14033246061304952,,,,0.03679571762476163,0.03718738196870028,0.010042239038810066,,,,,0.9632042686576433,1.2665939825884713,0.03698821980125076,0.01007008786215578,0.3,0.003021026358646734,0.018390512422100116,,,0.521944263447886,0.010042239038810066,0.14335348687665847,0.7267,True,True,0.01,,uniform,1.0,,0.05,10,0.3,avg_corr2,warmup,task,bp_tard,,cifar_resnet18,resnet18_cifar100_bp_tard_w0p5_lam0p3_e100,0.7272,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_w0p5_lam0p3_e100_20260515_173123_13121613,789,True,100,10,0.5
100,0.7316,cifar100,,,0.13942087959031316,,,,0.03854223947205086,0.038256351349746115,0.010139386212374939,,,,,0.9614577468094012,1.2657873227299108,0.0388897797263101,0.010551956001087985,0.3,0.0031655868003263956,0.006371549535847724,,,0.5216182164676352,0.010139386212374939,0.14258646641088568,0.7305,True,True,0.0104,,uniform,1.0,,0.05,10,0.3,avg_corr2,warmup,task,bp_tard,,cifar_resnet18,resnet18_cifar100_bp_tard_w0p5_lam0p3_e100,0.7316,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_tard_w0p5_lam0p3_e100_20260515_174817_13121614,1011,True,100,10,0.5
