actual_training_epochs,best_accuracy,dataset,final_antidecouple_gap,final_antidecouple_rho_l,final_ce_loss,final_cross_layer_weight_max,final_cross_layer_weight_mean,final_cross_layer_weight_min,final_duplicate_task_fraction,final_duplicate_task_mass,final_gate_relevance_mean,final_grad_projection_abs_cos_mean,final_grad_projection_norm_shrink_mean,final_hull_score_mean,final_hull_size_mean,final_non_replaceable_task_fraction,final_non_replaceable_task_mass,final_peer_reconstructability_mean,final_regularizer_raw,final_regularizer_weight,final_regularizer_weighted,final_rho_cap,final_rtc_relevance_mean,final_synergy_raw_mean,final_task_gate_mean,final_task_relevance_mean,final_total_loss,final_train_accuracy,has_pruning,has_results,initial_accuracy,learning_rule_anti_decouple_target_rho,learning_rule_cross_layer_alloc,learning_rule_cross_layer_alpha,learning_rule_grad_projection_strength,learning_rule_hull_eps,learning_rule_hull_max_size,learning_rule_lambda,learning_rule_peer_proxy,learning_rule_schedule,learning_rule_task_gate_source,method,metric_trigger_epoch,model,name,pruning_baseline_accuracy,ramp_epochs,regularized_layers,run_dir,seed,training_complete,training_epochs,warmup_epochs,width_multiplier
200,0.7665,cifar100,,,0.014586904126664867,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.014586904126664867,0.7649,True,True,0.0113,,uniform,1.0,,,,0.0,avg_corr2,warmup,task,bp,,resnet18,lr_resnet18_cifar100_bp_baseline,0.7664,0,0,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_195455_12797069,42,True,200,0,
200,0.7669,cifar100,,,0.014337213274062899,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.014337213274062899,0.7649,True,True,0.01,,uniform,1.0,,,,0.0,avg_corr2,warmup,task,bp,,resnet18,lr_resnet18_cifar100_bp_baseline,0.7665,0,0,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_203933_12797070,123,True,200,0,
200,0.7656,cifar100,,,0.015070426935220467,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.015070426935220467,0.7636,True,True,0.0057,,uniform,1.0,,,,0.0,avg_corr2,warmup,task,bp,,resnet18,lr_resnet18_cifar100_bp_baseline,0.7659,0,0,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_212353_12797071,456,True,200,0,
200,0.7639,cifar100,,,0.014535149704674474,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.014535149704674474,0.7614,True,True,0.01,,uniform,1.0,,,,0.0,avg_corr2,warmup,task,bp,,resnet18,lr_resnet18_cifar100_bp_baseline,0.7644,0,0,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_214528_12797072,789,True,200,0,
200,0.7713,cifar100,,,0.014621352714955654,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.014621352714955654,0.7691,True,True,0.0098,,uniform,1.0,,,,0.0,avg_corr2,warmup,task,bp,,resnet18,lr_resnet18_cifar100_bp_baseline,0.7713,0,0,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_215107_12797073,1011,True,200,0,
200,0.7677,cifar100,,,0.014135984281111328,,,,,,,,,,,,,,0.039981540473525784,0.001,,,,,,,0.01417596584729031,0.7664,True,True,0.0113,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_decov,,resnet18,lr_resnet18_cifar100_bp_decov,0.7673,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_decov_20260513_220758_12797074,42,True,200,10,
200,0.7664,cifar100,,,0.014159560126140523,,,,,,,,,,,,,,0.042021593779249265,0.001,,,,,,,0.014201581747273503,0.7651,True,True,0.01,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_decov,,resnet18,lr_resnet18_cifar100_bp_decov,0.7665,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_decov_20260513_220825_12797075,123,True,200,10,
200,0.7639,cifar100,,,0.014705795541053156,,,,,,,,,,,,,,0.041907386192122996,0.001,,,,,,,0.014747702957266736,0.7616,True,True,0.0057,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_decov,,resnet18,lr_resnet18_cifar100_bp_decov,0.7637,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_decov_20260513_223022_12797076,456,True,200,10,
200,0.7637,cifar100,,,0.01460589289717624,,,,,,,,,,,,,,0.04079335512560042,0.001,,,,,,,0.014646686239601553,0.7604,True,True,0.01,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_decov,,resnet18,lr_resnet18_cifar100_bp_decov,0.7636,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_decov_20260513_223546_12797077,789,True,200,10,
200,0.7639,cifar100,,,0.014729320374138825,,,,,,,,,,,,,,0.041658533999072316,0.001,,,,,,,0.01477097893190925,0.7639,True,True,0.0098,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_decov,,resnet18,lr_resnet18_cifar100_bp_decov,0.7642,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_decov_20260513_224356_12797078,1011,True,200,10,
200,0.7667,cifar100,,,0.014530773400841161,,,,,,,,,,,,,,0.02105882892961545,0.001,,,,,,,0.014551832246572693,0.7656,True,True,0.0113,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_rtp,,resnet18,lr_resnet18_cifar100_bp_rtp,0.7666,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_004954_12797086,42,True,200,10,
200,0.768,cifar100,,,0.014311248778372698,,,,,,,,,,,,,,0.02173267975640114,0.001,,,,,,,0.014332981446705511,0.7673,True,True,0.01,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_rtp,,resnet18,lr_resnet18_cifar100_bp_rtp,0.7684,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797087,123,True,200,10,
200,0.7649,cifar100,,,0.01480265153581491,,,,,,,,,,,,,,0.021413344746965275,0.001,,,,,,,0.014824064864117243,0.7626,True,True,0.0057,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_rtp,,resnet18,lr_resnet18_cifar100_bp_rtp,0.7652,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797088,456,True,200,10,
200,0.7641,cifar100,,,0.0150795108138505,,,,,,,,,,,,,,0.021275420165847023,0.001,,,,,,,0.015100786213517722,0.763,True,True,0.01,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_rtp,,resnet18,lr_resnet18_cifar100_bp_rtp,0.7637,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012152_12797089,789,True,200,10,
200,0.7665,cifar100,,,0.014572189224031194,,,,,,,,,,,,,,0.020997517520699966,0.001,,,,,,,0.014593186717994911,0.7651,True,True,0.0098,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_rtp,,resnet18,lr_resnet18_cifar100_bp_rtp,0.7662,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012153_12797090,1011,True,200,10,
200,0.7631,cifar100,,,0.015086248902904104,,,,,,,,,,,,,,0.01105849154036292,0.001,,,,,,,0.015097307393808499,0.7631,True,True,0.0113,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_tard,,resnet18,lr_resnet18_cifar100_bp_tard,0.763,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233840_12797080,42,True,200,10,
200,0.7644,cifar100,,,0.014310385307768727,,,,,,,,,,,,,,0.011208822038453406,0.001,,,,,,,0.014321594126284351,0.7644,True,True,0.01,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_tard,,resnet18,lr_resnet18_cifar100_bp_tard,0.7645,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233851_12797082,123,True,200,10,
200,0.764,cifar100,,,0.015139776828658321,,,,,,,,,,,,,,0.011263343026799618,0.001,,,,,,,0.015151040140263108,0.764,True,True,0.0057,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_tard,,resnet18,lr_resnet18_cifar100_bp_tard,0.764,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000205_12797083,456,True,200,10,
200,0.7683,cifar100,,,0.014728687021195355,,,,,,,,,,,,,,0.011363035582406136,0.001,,,,,,,0.014740050067682095,0.7649,True,True,0.01,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_tard,,resnet18,lr_resnet18_cifar100_bp_tard,0.7678,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000701_12797084,789,True,200,10,
200,0.7699,cifar100,,,0.014814527789869195,,,,,,,,,,,,,,0.010921274071268718,0.001,,,,,,,0.014825449086954373,0.7682,True,True,0.0098,,uniform,1.0,,,,0.001,avg_corr2,warmup,task,bp_tard,,resnet18,lr_resnet18_cifar100_bp_tard,0.7705,5,20,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_001500_12797085,1011,True,200,10,
100,0.7158,cifar100,-0.14351993588735074,0.1564800641126492,0.2755937977596317,,,,,,,,,,,,,,0.0463923387785616,0.3,0.01391770163356848,,,,,,0.28951150026467753,0.7147,True,True,0.0129,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_antidecouple,,cifar_resnet18,resnet18_cifar100_bp_antidecouple_w0p35_lam0p3_e100,0.7158,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_antidecouple_w0p35_lam0p3_e100_20260517_182358_13534867,42,True,100,10,0.35
100,0.7146,cifar100,-0.12740014611401426,0.17259985388598575,0.27862558027972345,,,,,,,,,,,,,,0.041710757084733915,0.3,0.012513227125420174,,,,,,0.2911388078309081,0.7133,True,True,0.0099,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_antidecouple,,cifar_resnet18,resnet18_cifar100_bp_antidecouple_w0p35_lam0p3_e100,0.7154,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_antidecouple_w0p35_lam0p3_e100_20260517_182419_13534869,123,True,100,10,0.35
100,0.7176,cifar100,-0.1383369478619975,0.16166305213800275,0.28532818039817276,,,,,,,,,,,,,,0.044612350471703636,0.3,0.01338370514151109,,,,,,0.29871188595776665,0.7166,True,True,0.0099,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_antidecouple,,cifar_resnet18,resnet18_cifar100_bp_antidecouple_w0p35_lam0p3_e100,0.7175,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_antidecouple_w0p35_lam0p3_e100_20260517_182432_13534871,456,True,100,10,0.35
100,0.729,cifar100,-0.14226955170873296,0.15773044829126712,0.13625337274940422,,,,,,,,,,,,,,0.044394952986422744,0.3,0.013318485895926822,,,,,,0.1495718590705596,0.7253,True,True,0.0097,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_antidecouple,,cifar_resnet18,resnet18_cifar100_bp_antidecouple_w0p5_lam0p3_e100,0.7288,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_antidecouple_w0p5_lam0p3_e100_20260517_182433_13534873,42,True,100,10,0.5
79,0.689,cifar100,-0.1419508579356307,0.15804914206436932,0.4611439521965163,,,,,,,,,,,,,,0.04591101967572423,0.3,0.013773305902717269,,,,,,0.47491725776201626,0.689,False,False,0.01,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_antidecouple,,cifar_resnet18,resnet18_cifar100_bp_antidecouple_w0p5_lam0p3_e100,,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_antidecouple_w0p5_lam0p3_e100_20260517_185733_13534877,456,False,100,10,0.5
78,0.695,cifar100,-0.1368324830674294,0.16316751693257073,0.48320752412766754,,,,,,,,,,,,,,0.04377963043966085,0.3,0.013133889131898254,,,,,,0.4963414143494633,0.695,False,False,0.01,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_antidecouple,,cifar_resnet18,resnet18_cifar100_bp_antidecouple_w0p5_lam0p3_e100,,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_antidecouple_w0p5_lam0p3_e100_20260517_185800_13534875,123,False,100,10,0.5
100,0.758,cifar100,-0.15601207749947332,0.14398792250052658,0.03062958049271113,,,,,,,,,,,,,,0.04609552465969949,0.3,0.013828657397909847,,,,,,0.044458238412733275,0.7564,True,True,0.0111,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_antidecouple,,cifar_resnet18,resnet18_cifar100_bp_antidecouple_w1_lam0p3_e100,0.7582,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_antidecouple_w1_lam0p3_e100_20260517_182213_13534657,123,True,100,10,1
100,0.7587,cifar100,-0.16627793618933562,0.13372206381066437,0.028890894316232114,,,,,,,,,,,,,,0.05074014270420917,0.3,0.015222042811262751,,,,,,0.04411293785838063,0.7579,True,True,0.01,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_antidecouple,,cifar_resnet18,resnet18_cifar100_bp_antidecouple_w1_lam0p3_e100,0.7587,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_antidecouple_w1_lam0p3_e100_20260517_182256_13534679,456,True,100,10,1
100,0.7588,cifar100,-0.15168276786793414,0.14831723213206585,0.029837242032275023,,,,,,,,,,,,,,0.04551897710665603,0.3,0.01365569313199681,,,,,,0.04349293566935355,0.7588,True,True,0.01,0.3,uniform,1.0,0.0,0.05,10,0.3,avg_corr2,warmup,task,bp_antidecouple,,cifar_resnet18,resnet18_cifar100_bp_antidecouple_w1_lam0p3_e100,0.7592,5,20,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_antidecouple_w1_lam0p3_e100_20260517_182258_13534655,42,True,100,10,1
100,0.7177,cifar100,,,0.27478525107321533,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.27478525107321533,0.7171,True,True,0.0129,,uniform,1.0,,,,0.0,avg_corr2,warmup,task,bp,,cifar_resnet18,resnet18_cifar100_bp_baseline_w0p35_e100,0.7179,0,0,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_baseline_w0p35_e100_20260515_004055_12988834,42,True,100,0,0.35
100,0.7161,cifar100,,,0.2808607226747381,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.2808607226747381,0.7129,True,True,0.0099,,uniform,1.0,,,,0.0,avg_corr2,warmup,task,bp,,cifar_resnet18,resnet18_cifar100_bp_baseline_w0p35_e100,0.716,0,0,results/learning_rules/resnet18_cifar100/resnet18_cifar100_bp_baseline_w0p35_e100_20260515_004702_12988836,123,True,100,0,0.35
