accuracy_auc,method,n_points,pruning_method,run_dir,seed
0.06481774452164617,bp_rtp,6,composite,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_004954_12797086,42
0.11616321638993035,bp_rtp,6,cluster_aware,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_004954_12797086,42
0.15873739038001594,bp_rtp,6,cap_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_004954_12797086,42
0.22252495349455223,bp_rtp,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_004954_12797086,42
0.14068030826468245,bp_rtp,6,cluster_aware_stratified_twoaxis_adaptive_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_004954_12797086,42
0.05611200833550404,bp_rtp,6,random,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797087,123
0.03180751295336787,bp_rtp,6,magnitude,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797087,123
0.07043664010624169,bp_rtp,6,taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797087,123
0.04246969614015877,bp_rtp,6,chip,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797087,123
0.06611560095516052,bp_rtp,6,composite,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797087,123
0.10386583088823687,bp_rtp,6,cluster_aware,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797087,123
0.15498912350597607,bp_rtp,6,cap_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797087,123
0.23774666666666666,bp_rtp,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797087,123
0.1420274900398406,bp_rtp,6,cluster_aware_stratified_twoaxis_adaptive_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797087,123
0.04146638874413758,bp_rtp,6,random,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797088,456
0.03863651226158037,bp_rtp,6,magnitude,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797088,456
0.07044856839872746,bp_rtp,6,taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797088,456
0.03744299781181619,bp_rtp,6,chip,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797088,456
0.07979288569144684,bp_rtp,6,composite,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797088,456
0.11757336174746932,bp_rtp,6,cluster_aware,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797088,456
0.15240510339342522,bp_rtp,6,cap_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797088,456
0.2170200159066808,bp_rtp,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797088,456
0.07371067073170731,bp_rtp,6,cluster_aware_stratified_twoaxis_adaptive_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_011340_12797088,456
0.04922042730588849,bp_rtp,6,random,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012152_12797089,789
0.03173416030534351,bp_rtp,6,magnitude,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012152_12797089,789
0.07298531133581691,bp_rtp,6,taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012152_12797089,789
0.05915472214618119,bp_rtp,6,chip,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012152_12797089,789
0.06767383876134543,bp_rtp,6,composite,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012152_12797089,789
0.10085948321790089,bp_rtp,6,cluster_aware,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012152_12797089,789
0.12497651676423628,bp_rtp,6,cap_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012152_12797089,789
0.22668914316125593,bp_rtp,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012152_12797089,789
