run_dir,layer_name,n_channels,n_patches,cos_mean,cos_std,abs_cos_mean,cos_p25,cos_p50,cos_p75,sigma_norm_mean,g_t_norm_mean
results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_214528_12797072,conv1,64,131072,0.08081706613302231,0.6467459797859192,0.5921338796615601,-0.644707977771759,0.12626683712005615,0.690967321395874,0.4866873621940613,0.10986557602882385
results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_214528_12797072,layer1.0.conv1,64,131072,0.0024214903824031353,0.2843785881996155,0.23465092480182648,-0.17616523802280426,0.012569054029881954,0.21386957168579102,0.050691962242126465,0.03976879641413689
results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_214528_12797072,layer1.0.conv2,64,131072,-0.0012279241345822811,0.0963386595249176,0.07268862426280975,-0.052859142422676086,-0.005271959118545055,0.06593310832977295,0.028271259739995003,0.021133815869688988
results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_214528_12797072,layer1.1.conv1,64,131072,0.0014441837556660175,0.13319213688373566,0.10905592888593674,-0.09069567173719406,0.005989255383610725,0.09311851859092712,0.080687016248703,0.034382227808237076
results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_214528_12797072,layer1.1.conv2,64,131072,-0.014477417804300785,0.09915216267108917,0.08284962922334671,-0.09242334216833115,-0.00831014383584261,0.05274292081594467,0.005276750773191452,0.008282504044473171
results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_214528_12797072,layer2.0.conv1,128,131072,0.0009292829781770706,0.1189935952425003,0.09812688827514648,-0.10054878890514374,-0.0032581775449216366,0.08656495809555054,0.08326132595539093,0.03382546827197075
results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_214528_12797072,layer2.0.conv2,128,131072,0.011743711307644844,0.10460858047008514,0.08150390535593033,-0.04815398156642914,0.013796675018966198,0.07510779798030853,0.034810859709978104,0.027972042560577393
results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_214528_12797072,layer2.0.downsample.0,128,131072,-0.026980090886354446,0.11504978686571121,0.09599746018648148,-0.11373627930879593,-0.021972570568323135,0.05060921609401703,0.010746823623776436,0.011860399506986141
results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_214528_12797072,layer2.1.conv1,128,131072,0.03051709197461605,0.10383126139640808,0.08709841966629028,-0.0369148813188076,0.028065532445907593,0.0960313081741333,0.08635914325714111,0.06354217231273651
results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_214528_12797072,layer2.1.conv2,128,131072,-0.05735102295875549,0.09117314219474792,0.08836930245161057,-0.12584622204303741,-0.06472772359848022,0.008474050089716911,0.008810246363282204,0.016331005841493607
results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_214528_12797072,layer3.0.conv1,256,131072,-0.056086454540491104,0.1151999905705452,0.10074406117200851,-0.12402825057506561,-0.0533277690410614,0.017330676317214966,0.10451319813728333,0.06386049091815948
results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_214528_12797072,layer3.0.conv2,256,131072,-0.01064091082662344,0.07217537611722946,0.05756134167313576,-0.05806334689259529,-0.007641536649316549,0.03931364044547081,0.03683753311634064,0.05333889275789261
results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_baseline_20260513_214528_12797072,layer3.0.downsample.0,256,131072,-0.02091481164097786,0.12474246323108673,0.10431519150733948,-0.117123544216156,-0.029180550947785378,0.06692307442426682,0.014508925378322601,0.021678654477000237
